0	 0	 1245.84384496242	 0	 19.43985138190186	 2636.048360434067	 Fe hcp (Smith)
1	 1.678990192575557e-05	 1245.843844356662	 1.674424835069154e-14	 19.43985137914324	 2636.048360087201	 Fe hcp (Smith)
2	 1.678990192575557e-05	 1245.843844356662	 1.674424835069154e-14	 19.43985137914324	 2636.048360087201	 Fe hcp (Smith)
3	 1.717752772664827e-05	 1245.843844328369	 1.793094397182669e-14	 19.43985137901439	 2636.048360071	 Fe hcp (Smith)
4	 1.754840694368717e-05	 1245.843844300694	 1.911763959296184e-14	 19.43985137888835	 2636.048360055153	 Fe hcp (Smith)
5	 1.790423894957352e-05	 1245.843844273586	 2.030433521409699e-14	 19.4398513787649	 2636.048360039631	 Fe hcp (Smith)
6	 1.826449541198156e-05	 1245.843844245587	 2.155481077409208e-14	 19.4398513786374	 2636.048360023598	 Fe hcp (Smith)
7	 1.863165123007981e-05	 1245.843844216477	 2.288101135889166e-14	 19.43985137850483	 2636.048360006929	 Fe hcp (Smith)
8	 1.900614368610864e-05	 1245.843844186189	 2.428864030906831e-14	 19.4398513783669	 2636.048359989586	 Fe hcp (Smith)
9	 1.938815782443368e-05	 1245.843844154672	 2.578284381786225e-14	 19.43985137822337	 2636.048359971539	 Fe hcp (Smith)
10	 1.977784956115276e-05	 1245.843844121875	 2.736896575971056e-14	 19.43985137807401	 2636.048359952758	 Fe hcp (Smith)
11	 2.017537380810742e-05	 1245.843844087746	 2.905266316828943e-14	 19.43985137791859	 2636.048359933216	 Fe hcp (Smith)
12	 2.058088806952703e-05	 1245.843844052232	 3.083993904608708e-14	 19.43985137775685	 2636.04835991288	 Fe hcp (Smith)
13	 2.099455295048966e-05	 1245.843844015276	 3.273716542684106e-14	 19.43985137758855	 2636.048359891718	 Fe hcp (Smith)
14	 2.141653227530776e-05	 1245.843843976819	 3.475110630460192e-14	 19.43985137741342	 2636.048359869697	 Fe hcp (Smith)
15	 2.184699315974888e-05	 1245.843843936801	 3.688894177807153e-14	 19.43985137723118	 2636.048359846782	 Fe hcp (Smith)
16	 2.22861060785712e-05	 1245.843843895158	 3.915829365496622e-14	 19.43985137704154	 2636.048359822936	 Fe hcp (Smith)
17	 2.273404493208308e-05	 1245.843843851824	 4.156725262009148e-14	 19.4398513768442	 2636.048359798122	 Fe hcp (Smith)
18	 2.319098711776086e-05	 1245.84384380673	 4.412440709493239e-14	 19.43985137663883	 2636.048359772301	 Fe hcp (Smith)
19	 2.365711359812659e-05	 1245.843843759805	 4.683887384500185e-14	 19.43985137642514	 2636.048359745431	 Fe hcp (Smith)
20	 2.41326089714225e-05	 1245.843843710976	 4.972033047622096e-14	 19.43985137620277	 2636.048359717471	 Fe hcp (Smith)
21	 2.461766154973456e-05	 1245.843843660163	 5.277904996792135e-14	 19.43985137597137	 2636.048359688375	 Fe hcp (Smith)
22	 2.51124634253946e-05	 1245.843843607288	 5.602593724774052e-14	 19.43985137573057	 2636.048359658097	 Fe hcp (Smith)
23	 2.561721055497225e-05	 1245.843843552266	 5.947256811892885e-14	 19.43985137548001	 2636.04835962659	 Fe hcp (Smith)
24	 2.613210283324387e-05	 1245.843843495009	 6.3131230508344e-14	 19.43985137521926	 2636.048359593804	 Fe hcp (Smith)
25	 2.665734417121579e-05	 1245.843843435428	 6.701496826624516e-14	 19.43985137494793	 2636.048359559687	 Fe hcp (Smith)
26	 2.719314257951617e-05	 1245.843843373428	 7.113762768863092e-14	 19.43985137466557	 2636.048359524185	 Fe hcp (Smith)
27	 2.773971025156636e-05	 1245.84384330891	 7.551390689013164e-14	 19.43985137437176	 2636.048359487241	 Fe hcp (Smith)
28	 2.829726364218954e-05	 1245.843843241773	 8.015940816268369e-14	 19.43985137406602	 2636.048359448797	 Fe hcp (Smith)
29	 2.886602355981196e-05	 1245.843843171909	 8.509069365229047e-14	 19.43985137374786	 2636.048359408792	 Fe hcp (Smith)
30	 2.944621524751617e-05	 1245.843843099209	 9.032534435255966e-14	 19.43985137341678	 2636.048359367163	 Fe hcp (Smith)
31	 3.003806847849707e-05	 1245.843843023558	 9.588202283812565e-14	 19.43985137307227	 2636.048359323844	 Fe hcp (Smith)
32	 3.064181764394954e-05	 1245.843842944834	 1.017805397745719e-13	 19.43985137271375	 2636.048359278765	 Fe hcp (Smith)
33	 3.125770184669058e-05	 1245.843842862914	 1.080419245551218e-13	 19.43985137234069	 2636.048359231857	 Fe hcp (Smith)
34	 3.188596499356247e-05	 1245.843842777668	 1.146885002509744e-13	 19.43985137195248	 2636.048359183043	 Fe hcp (Smith)
35	 3.252685589446199e-05	 1245.843842688961	 1.217439632210726e-13	 19.43985137154851	 2636.048359132248	 Fe hcp (Smith)
36	 3.318062835973043e-05	 1245.843842596652	 1.29233467582246e-13	 19.43985137112813	 2636.048359079391	 Fe hcp (Smith)
37	 3.384754130606917e-05	 1245.843842500595	 1.371837149530578e-13	 19.43985137069068	 2636.048359024387	 Fe hcp (Smith)
38	 3.452785884590397e-05	 1245.843842400638	 1.456230494954583e-13	 19.43985137023547	 2636.048358967149	 Fe hcp (Smith)
39	 3.522185040375865e-05	 1245.843842296622	 1.545815591021118e-13	 19.43985136976178	 2636.048358907588	 Fe hcp (Smith)
40	 3.592979082312934e-05	 1245.843842188383	 1.64091182676628e-13	 19.43985136926887	 2636.048358845609	 Fe hcp (Smith)
41	 3.665196046837742e-05	 1245.843842075749	 1.741858239128936e-13	 19.43985136875593	 2636.048358781113	 Fe hcp (Smith)
