T rho P
291.504420376687 0.00316227766016838 1.66224522662318e-14
291.504420376687 0.00398107170553497 1.66224522662318e-14
291.504420376687 0.00501187233627272 1.66224522662318e-14
291.504420376687 0.00630957344480193 1.66224522662318e-14
291.504420376687 0.00794328234724281 1.66224522662318e-14
291.504420376687 0.01 1.66224522662318e-14
291.504420376687 0.0125892541179417 1.66224522662318e-14
291.504420376687 0.0158489319246111 1.66224522662318e-14
291.504420376687 0.0199526231496888 1.66224522662318e-14
291.504420376687 0.0251188643150958 1.66224522662318e-14
291.504420376687 0.0316227766016838 1.66224522662318e-14
291.504420376687 0.0398107170553497 1.66224522662318e-14
291.504420376687 0.0501187233627272 1.66224522662318e-14
291.504420376687 0.0630957344480193 1.66224522662318e-14
291.504420376687 0.0794328234724281 1.66224522662318e-14
291.504420376687 0.1 1.66224522662318e-14
291.504420376687 0.125892541179417 1.66224522662318e-14
291.504420376687 0.158489319246111 1.66224522662318e-14
291.504420376687 0.199526231496888 1.66224522662318e-14
291.504420376687 0.251188643150958 1.66224522662318e-14
291.504420376687 0.316227766016838 1.66224522662318e-14
291.504420376687 0.398107170553497 1.66224522662318e-14
291.504420376687 0.501187233627272 1.66224522662318e-14
291.504420376687 0.630957344480193 1.66224522662318e-14
291.504420376687 0.794328234724281 1.66224522662318e-14
291.504420376687 1 1.66224522662318e-14
291.504420376687 1.25892541179417 1.66224522662318e-14
291.504420376687 1.58489319246111 1.66224522662318e-14
291.504420376687 1.99526231496888 1.66224522662318e-14
291.504420376687 2.51188643150958 1.66224522662318e-14
291.504420376687 3.16227766016838 15.6860430065247
291.504420376687 3.98107170553497 61.1689171897113
291.504420376687 5.01187233627272 160.800769632803
291.504420376687 6.30957344480193 361.835758712205
291.504420376687 7.94328234724282 745.608944048816
291.504420376687 10 1449.14554375019
291.504420376687 12.5892541179417 2699.2519617438
291.504420376687 15.8489319246111 4865.91613244982
291.504420376687 19.9526231496888 8545.39288223337
291.504420376687 25.1188643150958 14688.7298770148
291.504420376687 31.6227766016838 24799.5652763232
291.504420376687 39.8107170553497 41237.2312431404
291.504420376687 50.1187233627272 67679.3319866393
291.504420376687 63.0957344480193 109825.242089442
291.504420376687 79.4328234724281 176462.391428478
291.504420376687 100 281078.398232701
366.98232246254 2.51188643150958e-13 2.23621214742154e-14
366.98232246254 3.16227766016838e-13 2.23621214742154e-14
366.98232246254 3.98107170553497e-13 2.23621214742154e-14
366.98232246254 5.01187233627271e-13 2.23621214742154e-14
366.98232246254 6.30957344480194e-13 2.23621214742154e-14
366.98232246254 7.94328234724282e-13 2.23621214742154e-14
366.98232246254 1e-12 2.23621214742154e-14
366.98232246254 1.25892541179417e-12 2.23621214742154e-14
366.98232246254 1.58489319246111e-12 2.23621214742154e-14
366.98232246254 1.99526231496888e-12 2.23621214742154e-14
366.98232246254 2.51188643150958e-12 2.23621214742154e-14
366.98232246254 3.16227766016838e-12 2.23621214742154e-14
366.98232246254 3.98107170553497e-12 2.23621214742154e-14
366.98232246254 5.01187233627271e-12 2.23621214742154e-14
366.98232246254 6.30957344480194e-12 2.23621214742154e-14
366.98232246254 7.94328234724282e-12 2.23621214742154e-14
366.98232246254 1e-11 2.23621214742154e-14
366.98232246254 1.25892541179417e-11 2.23621214742154e-14
366.98232246254 1.58489319246111e-11 2.23621214742154e-14
366.98232246254 1.99526231496888e-11 2.23621214742154e-14
366.98232246254 2.51188643150958e-11 2.23621214742154e-14
366.98232246254 3.16227766016838e-11 2.23621214742154e-14
366.98232246254 3.98107170553497e-11 2.23621214742154e-14
366.98232246254 5.01187233627271e-11 2.23621214742154e-14
366.98232246254 6.30957344480194e-11 2.23621214742154e-14
366.98232246254 7.94328234724282e-11 2.23621214742154e-14
366.98232246254 1e-10 2.23621214742154e-14
366.98232246254 1.25892541179417e-10 2.23621214742154e-14
366.98232246254 1.58489319246111e-10 2.23621214742154e-14
366.98232246254 1.99526231496888e-10 2.23621214742154e-14
366.98232246254 2.51188643150958e-10 2.23621214742154e-14
366.98232246254 3.16227766016838e-10 2.23621214742154e-14
366.98232246254 3.98107170553497e-10 2.23621214742154e-14
366.98232246254 5.01187233627271e-10 2.23621214742154e-14
366.98232246254 6.30957344480194e-10 2.23621214742154e-14
366.98232246254 7.94328234724282e-10 2.23621214742154e-14
366.98232246254 1e-09 2.23621214742154e-14
366.98232246254 1.25892541179417e-09 2.23621214742154e-14
366.98232246254 1.58489319246111e-09 2.23621214742154e-14
366.98232246254 1.99526231496888e-09 2.23621214742154e-14
366.98232246254 2.51188643150958e-09 2.23621214742154e-14
366.98232246254 3.16227766016838e-09 2.23621214742154e-14
366.98232246254 3.98107170553497e-09 2.23621214742154e-14
366.98232246254 5.01187233627271e-09 2.23621214742154e-14
366.98232246254 6.30957344480194e-09 2.23621214742154e-14
366.98232246254 7.94328234724282e-09 2.23621214742154e-14
366.98232246254 1e-08 2.23621214742154e-14
366.98232246254 1.25892541179417e-08 2.23621214742154e-14
366.98232246254 1.58489319246111e-08 2.23621214742154e-14
366.98232246254 1.99526231496888e-08 2.23621214742154e-14
366.98232246254 2.51188643150958e-08 2.23621214742154e-14
366.98232246254 3.16227766016838e-08 2.23621214742154e-14
366.98232246254 3.98107170553497e-08 2.23621214742154e-14
366.98232246254 5.01187233627272e-08 2.23621214742154e-14
366.98232246254 6.30957344480193e-08 2.23621214742154e-14
366.98232246254 7.94328234724282e-08 2.23621214742154e-14
366.98232246254 1e-07 2.23621214742154e-14
366.98232246254 1.25892541179417e-07 2.23621214742154e-14
366.98232246254 1.58489319246111e-07 2.23621214742154e-14
366.98232246254 1.99526231496888e-07 2.23621214742154e-14
366.98232246254 2.51188643150958e-07 2.23621214742154e-14
366.98232246254 3.16227766016838e-07 2.23621214742154e-14
366.98232246254 3.98107170553497e-07 2.23621214742154e-14
366.98232246254 5.01187233627272e-07 2.23621214742154e-14
366.98232246254 6.30957344480193e-07 2.23621214742154e-14
366.98232246254 7.94328234724282e-07 2.23621214742154e-14
366.98232246254 1e-06 2.23621214742154e-14
366.98232246254 1.25892541179417e-06 2.23621214742154e-14
366.98232246254 1.58489319246111e-06 2.23621214742154e-14
366.98232246254 1.99526231496888e-06 2.23621214742154e-14
366.98232246254 2.51188643150958e-06 2.23621214742154e-14
366.98232246254 3.16227766016838e-06 2.23621214742154e-14
366.98232246254 3.98107170553497e-06 2.23621214742154e-14
366.98232246254 5.01187233627272e-06 2.23621214742154e-14
366.98232246254 6.30957344480193e-06 2.23621214742154e-14
366.98232246254 7.94328234724282e-06 2.23621214742154e-14
366.98232246254 1e-05 2.23621214742154e-14
366.98232246254 1.25892541179417e-05 2.23621214742154e-14
366.98232246254 1.58489319246111e-05 2.23621214742154e-14
366.98232246254 1.99526231496888e-05 2.23621214742154e-14
366.98232246254 2.51188643150958e-05 2.23621214742154e-14
366.98232246254 3.16227766016838e-05 2.23621214742154e-14
366.98232246254 3.98107170553497e-05 2.23621214742154e-14
366.98232246254 5.01187233627272e-05 2.23621214742154e-14
366.98232246254 6.30957344480193e-05 2.23621214742154e-14
366.98232246254 7.94328234724282e-05 2.23621214742154e-14
366.98232246254 0.0001 2.23621214742154e-14
366.98232246254 0.000125892541179417 2.23621214742154e-14
366.98232246254 0.000158489319246111 2.23621214742154e-14
366.98232246254 0.000199526231496888 2.23621214742154e-14
366.98232246254 0.000251188643150958 2.23621214742154e-14
366.98232246254 0.000316227766016838 2.23621214742154e-14
366.98232246254 0.000398107170553497 2.23621214742154e-14
366.98232246254 0.000501187233627273 2.23621214742154e-14
366.98232246254 0.000630957344480193 2.23621214742154e-14
366.98232246254 0.000794328234724281 2.23621214742154e-14
366.98232246254 0.001 2.23621214742154e-14
366.98232246254 0.00125892541179417 2.23621214742154e-14
366.98232246254 0.00158489319246111 2.23621214742154e-14
366.98232246254 0.00199526231496888 2.23621214742154e-14
366.98232246254 0.00251188643150958 2.23621214742154e-14
366.98232246254 0.00316227766016838 2.23621214742154e-14
366.98232246254 0.00398107170553497 2.23621214742154e-14
366.98232246254 0.00501187233627272 2.23621214742154e-14
366.98232246254 0.00630957344480193 2.23621214742154e-14
366.98232246254 0.00794328234724281 2.23621214742154e-14
366.98232246254 0.01 2.23621214742154e-14
366.98232246254 0.0125892541179417 2.23621214742154e-14
366.98232246254 0.0158489319246111 2.23621214742154e-14
366.98232246254 0.0199526231496888 2.23621214742154e-14
366.98232246254 0.0251188643150958 2.23621214742154e-14
366.98232246254 0.0316227766016838 2.23621214742154e-14
366.98232246254 0.0398107170553497 2.23621214742154e-14
366.98232246254 0.0501187233627272 2.23621214742154e-14
366.98232246254 0.0630957344480193 2.23621214742154e-14
366.98232246254 0.0794328234724281 2.23621214742154e-14
366.98232246254 0.1 2.23621214742154e-14
366.98232246254 0.125892541179417 2.23621214742154e-14
366.98232246254 0.158489319246111 2.23621214742154e-14
366.98232246254 0.199526231496888 2.23621214742154e-14
366.98232246254 0.251188643150958 2.23621214742154e-14
366.98232246254 0.316227766016838 2.23621214742154e-14
366.98232246254 0.398107170553497 2.23621214742154e-14
366.98232246254 0.501187233627272 2.23621214742154e-14
366.98232246254 0.630957344480193 2.23621214742154e-14
366.98232246254 0.794328234724281 2.23621214742154e-14
366.98232246254 1 2.23621214742154e-14
366.98232246254 1.25892541179417 2.23621214742154e-14
366.98232246254 1.58489319246111 2.23621214742154e-14
366.98232246254 1.99526231496888 2.23621214742154e-14
366.98232246254 2.51188643150958 2.23621214742154e-14
366.98232246254 3.16227766016838 15.7892162242612
366.98232246254 3.98107170553497 61.2636057373337
366.98232246254 5.01187233627272 160.897136750201
366.98232246254 6.30957344480193 361.913881770646
366.98232246254 7.94328234724282 745.668478539725
366.98232246254 10 1449.18864745458
366.98232246254 12.5892541179417 2699.28162455843
366.98232246254 15.8489319246111 4865.93730957121
366.98232246254 19.9526231496888 8545.41078071418
366.98232246254 25.1188643150958 14688.7464057339
366.98232246254 31.6227766016838 24799.574367272
366.98232246254 39.8107170553497 41237.2352734714
366.98232246254 50.1187233627272 67679.3394573336
366.98232246254 63.0957344480193 109825.246519091
366.98232246254 79.4328234724281 176462.392318219
366.98232246254 100 281078.399191242
462.003371427333 2.51188643150958e-13 3.02635365787058e-14
462.003371427333 3.16227766016838e-13 3.02635365787058e-14
462.003371427333 3.98107170553497e-13 3.02635365787058e-14
462.003371427333 5.01187233627271e-13 3.02635365787058e-14
462.003371427333 6.30957344480194e-13 3.02635365787058e-14
462.003371427333 7.94328234724282e-13 3.02635365787058e-14
462.003371427333 1e-12 3.02635365787058e-14
462.003371427333 1.25892541179417e-12 3.02635365787058e-14
462.003371427333 1.58489319246111e-12 3.02635365787058e-14
462.003371427333 1.99526231496888e-12 3.02635365787058e-14
462.003371427333 2.51188643150958e-12 3.02635365787058e-14
462.003371427333 3.16227766016838e-12 3.02635365787058e-14
462.003371427333 3.98107170553497e-12 3.02635365787058e-14
462.003371427333 5.01187233627271e-12 3.02635365787058e-14
462.003371427333 6.30957344480194e-12 3.02635365787058e-14
462.003371427333 7.94328234724282e-12 3.02635365787058e-14
462.003371427333 1e-11 3.02635365787058e-14
462.003371427333 1.25892541179417e-11 3.02635365787058e-14
462.003371427333 1.58489319246111e-11 3.02635365787058e-14
462.003371427333 1.99526231496888e-11 3.02635365787058e-14
462.003371427333 2.51188643150958e-11 3.02635365787058e-14
462.003371427333 3.16227766016838e-11 3.02635365787058e-14
462.003371427333 3.98107170553497e-11 3.02635365787058e-14
462.003371427333 5.01187233627271e-11 3.02635365787058e-14
462.003371427333 6.30957344480194e-11 3.02635365787058e-14
462.003371427333 7.94328234724282e-11 3.02635365787058e-14
462.003371427333 1e-10 3.02635365787058e-14
462.003371427333 1.25892541179417e-10 3.02635365787058e-14
462.003371427333 1.58489319246111e-10 3.02635365787058e-14
462.003371427333 1.99526231496888e-10 3.02635365787058e-14
462.003371427333 2.51188643150958e-10 3.02635365787058e-14
462.003371427333 3.16227766016838e-10 3.02635365787058e-14
462.003371427333 3.98107170553497e-10 3.02635365787058e-14
462.003371427333 5.01187233627271e-10 3.02635365787058e-14
462.003371427333 6.30957344480194e-10 3.02635365787058e-14
462.003371427333 7.94328234724282e-10 3.02635365787058e-14
462.003371427333 1e-09 3.02635365787058e-14
462.003371427333 1.25892541179417e-09 3.02635365787058e-14
462.003371427333 1.58489319246111e-09 3.02635365787058e-14
462.003371427333 1.99526231496888e-09 3.02635365787058e-14
462.003371427333 2.51188643150958e-09 3.02635365787058e-14
462.003371427333 3.16227766016838e-09 3.02635365787058e-14
462.003371427333 3.98107170553497e-09 3.02635365787058e-14
462.003371427333 5.01187233627271e-09 3.02635365787058e-14
462.003371427333 6.30957344480194e-09 3.02635365787058e-14
462.003371427333 7.94328234724282e-09 3.02635365787058e-14
462.003371427333 1e-08 3.02635365787058e-14
462.003371427333 1.25892541179417e-08 3.02635365787058e-14
462.003371427333 1.58489319246111e-08 3.02635365787058e-14
462.003371427333 1.99526231496888e-08 3.02635365787058e-14
462.003371427333 2.51188643150958e-08 3.02635365787058e-14
462.003371427333 3.16227766016838e-08 3.02635365787058e-14
462.003371427333 3.98107170553497e-08 3.02635365787058e-14
462.003371427333 5.01187233627272e-08 3.02635365787058e-14
462.003371427333 6.30957344480193e-08 3.02635365787058e-14
462.003371427333 7.94328234724282e-08 3.02635365787058e-14
462.003371427333 1e-07 3.02635365787058e-14
462.003371427333 1.25892541179417e-07 3.02635365787058e-14
462.003371427333 1.58489319246111e-07 3.02635365787058e-14
462.003371427333 1.99526231496888e-07 3.02635365787058e-14
462.003371427333 2.51188643150958e-07 3.02635365787058e-14
462.003371427333 3.16227766016838e-07 3.02635365787058e-14
462.003371427333 3.98107170553497e-07 3.02635365787058e-14
462.003371427333 5.01187233627272e-07 3.02635365787058e-14
462.003371427333 6.30957344480193e-07 3.02635365787058e-14
462.003371427333 7.94328234724282e-07 3.02635365787058e-14
462.003371427333 1e-06 3.02635365787058e-14
462.003371427333 1.25892541179417e-06 3.02635365787058e-14
462.003371427333 1.58489319246111e-06 3.02635365787058e-14
462.003371427333 1.99526231496888e-06 3.02635365787058e-14
462.003371427333 2.51188643150958e-06 3.02635365787058e-14
462.003371427333 3.16227766016838e-06 3.02635365787058e-14
462.003371427333 3.98107170553497e-06 3.02635365787058e-14
462.003371427333 5.01187233627272e-06 3.02635365787058e-14
462.003371427333 6.30957344480193e-06 3.02635365787058e-14
462.003371427333 7.94328234724282e-06 3.02635365787058e-14
462.003371427333 1e-05 3.02635365787058e-14
462.003371427333 1.25892541179417e-05 3.02635365787058e-14
462.003371427333 1.58489319246111e-05 3.02635365787058e-14
462.003371427333 1.99526231496888e-05 3.02635365787058e-14
462.003371427333 2.51188643150958e-05 3.02635365787058e-14
462.003371427333 3.16227766016838e-05 3.02635365787058e-14
462.003371427333 3.98107170553497e-05 3.02635365787058e-14
462.003371427333 5.01187233627272e-05 3.02635365787058e-14
462.003371427333 6.30957344480193e-05 3.02635365787058e-14
462.003371427333 7.94328234724282e-05 3.02635365787058e-14
462.003371427333 0.0001 3.02635365787058e-14
462.003371427333 0.000125892541179417 3.02635365787058e-14
462.003371427333 0.000158489319246111 3.02635365787058e-14
462.003371427333 0.000199526231496888 3.02635365787058e-14
462.003371427333 0.000251188643150958 3.02635365787058e-14
462.003371427333 0.000316227766016838 3.02635365787058e-14
462.003371427333 0.000398107170553497 3.02635365787058e-14
462.003371427333 0.000501187233627273 3.02635365787058e-14
462.003371427333 0.000630957344480193 3.02635365787058e-14
462.003371427333 0.000794328234724281 3.02635365787058e-14
462.003371427333 0.001 3.02635365787058e-14
462.003371427333 0.00125892541179417 3.02635365787058e-14
462.003371427333 0.00158489319246111 3.02635365787058e-14
462.003371427333 0.00199526231496888 3.02635365787058e-14
462.003371427333 0.00251188643150958 3.02635365787058e-14
462.003371427333 0.00316227766016838 3.02635365787058e-14
462.003371427333 0.00398107170553497 3.02635365787058e-14
462.003371427333 0.00501187233627272 3.02635365787058e-14
462.003371427333 0.00630957344480193 3.02635365787058e-14
462.003371427333 0.00794328234724281 3.02635365787058e-14
462.003371427333 0.01 3.02635365787058e-14
462.003371427333 0.0125892541179417 3.02635365787058e-14
462.003371427333 0.0158489319246111 3.02635365787058e-14
462.003371427333 0.0199526231496888 3.02635365787058e-14
462.003371427333 0.0251188643150958 3.02635365787058e-14
462.003371427333 0.0316227766016838 3.02635365787058e-14
462.003371427333 0.0398107170553497 3.02635365787058e-14
462.003371427333 0.0501187233627272 3.02635365787058e-14
462.003371427333 0.0630957344480193 3.02635365787058e-14
462.003371427333 0.0794328234724281 3.02635365787058e-14
462.003371427333 0.1 3.02635365787058e-14
462.003371427333 0.125892541179417 3.02635365787058e-14
462.003371427333 0.158489319246111 3.02635365787058e-14
462.003371427333 0.199526231496888 3.02635365787058e-14
462.003371427333 0.251188643150958 3.02635365787058e-14
462.003371427333 0.316227766016838 3.02635365787058e-14
462.003371427333 0.398107170553497 3.02635365787058e-14
462.003371427333 0.501187233627272 3.02635365787058e-14
462.003371427333 0.630957344480193 3.02635365787058e-14
462.003371427333 0.794328234724281 3.02635365787058e-14
462.003371427333 1 3.02635365787058e-14
462.003371427333 1.25892541179417 3.02635365787058e-14
462.003371427333 1.58489319246111 3.02635365787058e-14
462.003371427333 1.99526231496888 3.02635365787058e-14
462.003371427333 2.51188643150958 3.02635365787058e-14
462.003371427333 3.16227766016838 15.9304315731174
462.003371427333 3.98107170553497 61.413308253423
462.003371427333 5.01187233627272 161.034123462851
462.003371427333 6.30957344480193 362.053949236115
462.003371427333 7.94328234724282 745.784633888047
462.003371427333 10 1449.27958159517
462.003371427333 12.5892541179417 2699.34954074083
462.003371427333 15.8489319246111 4865.98630748207
462.003371427333 19.9526231496888 8545.44367953968
462.003371427333 25.1188643150958 14688.7715156722
462.003371427333 31.6227766016838 24799.5978665956
462.003371427333 39.8107170553497 41237.2554589659
462.003371427333 50.1187233627272 67679.3547699033
462.003371427333 63.0957344480193 109825.252093505
462.003371427333 79.4328234724281 176462.406997081
462.003371427333 100 281078.417661987
581.62778462445 2.51188643150958e-13 4.11995366907107e-14
581.62778462445 3.16227766016838e-13 4.11995366907107e-14
581.62778462445 3.98107170553497e-13 4.11995366907107e-14
581.62778462445 5.01187233627271e-13 4.11995366907107e-14
581.62778462445 6.30957344480194e-13 4.11995366907107e-14
581.62778462445 7.94328234724282e-13 4.11995366907107e-14
581.62778462445 1e-12 4.11995366907107e-14
581.62778462445 1.25892541179417e-12 4.11995366907107e-14
581.62778462445 1.58489319246111e-12 4.11995366907107e-14
581.62778462445 1.99526231496888e-12 4.11995366907107e-14
581.62778462445 2.51188643150958e-12 4.11995366907107e-14
581.62778462445 3.16227766016838e-12 4.11995366907107e-14
581.62778462445 3.98107170553497e-12 4.11995366907107e-14
581.62778462445 5.01187233627271e-12 4.11995366907107e-14
581.62778462445 6.30957344480194e-12 4.11995366907107e-14
581.62778462445 7.94328234724282e-12 4.11995366907107e-14
581.62778462445 1e-11 4.11995366907107e-14
581.62778462445 1.25892541179417e-11 4.11995366907107e-14
581.62778462445 1.58489319246111e-11 4.11995366907107e-14
581.62778462445 1.99526231496888e-11 4.11995366907107e-14
581.62778462445 2.51188643150958e-11 4.11995366907107e-14
581.62778462445 3.16227766016838e-11 4.11995366907107e-14
581.62778462445 3.98107170553497e-11 4.11995366907107e-14
581.62778462445 5.01187233627271e-11 4.11995366907107e-14
581.62778462445 6.30957344480194e-11 4.11995366907107e-14
581.62778462445 7.94328234724282e-11 4.11995366907107e-14
581.62778462445 1e-10 4.11995366907107e-14
581.62778462445 1.25892541179417e-10 4.11995366907107e-14
581.62778462445 1.58489319246111e-10 4.11995366907107e-14
581.62778462445 1.99526231496888e-10 4.11995366907107e-14
581.62778462445 2.51188643150958e-10 4.11995366907107e-14
581.62778462445 3.16227766016838e-10 4.11995366907107e-14
581.62778462445 3.98107170553497e-10 4.11995366907107e-14
581.62778462445 5.01187233627271e-10 4.11995366907107e-14
581.62778462445 6.30957344480194e-10 4.11995366907107e-14
581.62778462445 7.94328234724282e-10 4.11995366907107e-14
581.62778462445 1e-09 4.11995366907107e-14
581.62778462445 1.25892541179417e-09 4.11995366907107e-14
581.62778462445 1.58489319246111e-09 4.11995366907107e-14
581.62778462445 1.99526231496888e-09 4.11995366907107e-14
581.62778462445 2.51188643150958e-09 4.11995366907107e-14
581.62778462445 3.16227766016838e-09 4.11995366907107e-14
581.62778462445 3.98107170553497e-09 4.11995366907107e-14
581.62778462445 5.01187233627271e-09 4.11995366907107e-14
581.62778462445 6.30957344480194e-09 4.11995366907107e-14
581.62778462445 7.94328234724282e-09 4.11995366907107e-14
581.62778462445 1e-08 4.11995366907107e-14
581.62778462445 1.25892541179417e-08 4.11995366907107e-14
581.62778462445 1.58489319246111e-08 4.11995366907107e-14
581.62778462445 1.99526231496888e-08 4.11995366907107e-14
581.62778462445 2.51188643150958e-08 4.11995366907107e-14
581.62778462445 3.16227766016838e-08 4.11995366907107e-14
581.62778462445 3.98107170553497e-08 4.11995366907107e-14
581.62778462445 5.01187233627272e-08 4.11995366907107e-14
581.62778462445 6.30957344480193e-08 4.11995366907107e-14
581.62778462445 7.94328234724282e-08 4.11995366907107e-14
581.62778462445 1e-07 4.11995366907107e-14
581.62778462445 1.25892541179417e-07 4.11995366907107e-14
581.62778462445 1.58489319246111e-07 4.11995366907107e-14
581.62778462445 1.99526231496888e-07 4.11995366907107e-14
581.62778462445 2.51188643150958e-07 4.11995366907107e-14
581.62778462445 3.16227766016838e-07 4.11995366907107e-14
581.62778462445 3.98107170553497e-07 4.11995366907107e-14
581.62778462445 5.01187233627272e-07 4.11995366907107e-14
581.62778462445 6.30957344480193e-07 4.11995366907107e-14
581.62778462445 7.94328234724282e-07 4.11995366907107e-14
581.62778462445 1e-06 4.11995366907107e-14
581.62778462445 1.25892541179417e-06 4.11995366907107e-14
581.62778462445 1.58489319246111e-06 4.11995366907107e-14
581.62778462445 1.99526231496888e-06 4.11995366907107e-14
581.62778462445 2.51188643150958e-06 4.11995366907107e-14
581.62778462445 3.16227766016838e-06 4.11995366907107e-14
581.62778462445 3.98107170553497e-06 4.11995366907107e-14
581.62778462445 5.01187233627272e-06 4.11995366907107e-14
581.62778462445 6.30957344480193e-06 4.11995366907107e-14
581.62778462445 7.94328234724282e-06 4.11995366907107e-14
581.62778462445 1e-05 4.11995366907107e-14
581.62778462445 1.25892541179417e-05 4.11995366907107e-14
581.62778462445 1.58489319246111e-05 4.11995366907107e-14
581.62778462445 1.99526231496888e-05 4.11995366907107e-14
581.62778462445 2.51188643150958e-05 4.11995366907107e-14
581.62778462445 3.16227766016838e-05 4.11995366907107e-14
581.62778462445 3.98107170553497e-05 4.11995366907107e-14
581.62778462445 5.01187233627272e-05 4.11995366907107e-14
581.62778462445 6.30957344480193e-05 4.11995366907107e-14
581.62778462445 7.94328234724282e-05 4.11995366907107e-14
581.62778462445 0.0001 4.11995366907107e-14
581.62778462445 0.000125892541179417 4.11995366907107e-14
581.62778462445 0.000158489319246111 4.11995366907107e-14
581.62778462445 0.000199526231496888 4.11995366907107e-14
581.62778462445 0.000251188643150958 4.11995366907107e-14
581.62778462445 0.000316227766016838 4.11995366907107e-14
581.62778462445 0.000398107170553497 4.11995366907107e-14
581.62778462445 0.000501187233627273 4.11995366907107e-14
581.62778462445 0.000630957344480193 4.11995366907107e-14
581.62778462445 0.000794328234724281 4.11995366907107e-14
581.62778462445 0.001 4.11995366907107e-14
581.62778462445 0.00125892541179417 4.11995366907107e-14
581.62778462445 0.00158489319246111 4.11995366907107e-14
581.62778462445 0.00199526231496888 4.11995366907107e-14
581.62778462445 0.00251188643150958 4.11995366907107e-14
581.62778462445 0.00316227766016838 4.11995366907107e-14
581.62778462445 0.00398107170553497 4.11995366907107e-14
581.62778462445 0.00501187233627272 4.11995366907107e-14
581.62778462445 0.00630957344480193 4.11995366907107e-14
581.62778462445 0.00794328234724281 4.11995366907107e-14
581.62778462445 0.01 4.11995366907107e-14
581.62778462445 0.0125892541179417 4.11995366907107e-14
581.62778462445 0.0158489319246111 4.11995366907107e-14
581.62778462445 0.0199526231496888 4.11995366907107e-14
581.62778462445 0.0251188643150958 4.11995366907107e-14
581.62778462445 0.0316227766016838 4.11995366907107e-14
581.62778462445 0.0398107170553497 4.11995366907107e-14
581.62778462445 0.0501187233627272 4.11995366907107e-14
581.62778462445 0.0630957344480193 4.11995366907107e-14
581.62778462445 0.0794328234724281 4.11995366907107e-14
581.62778462445 0.1 4.11995366907107e-14
581.62778462445 0.125892541179417 4.11995366907107e-14
581.62778462445 0.158489319246111 4.11995366907107e-14
581.62778462445 0.199526231496888 4.11995366907107e-14
581.62778462445 0.251188643150958 4.11995366907107e-14
581.62778462445 0.316227766016838 4.11995366907107e-14
581.62778462445 0.398107170553497 4.11995366907107e-14
581.62778462445 0.501187233627272 4.11995366907107e-14
581.62778462445 0.630957344480193 4.11995366907107e-14
581.62778462445 0.794328234724281 4.11995366907107e-14
581.62778462445 1 4.11995366907107e-14
581.62778462445 1.25892541179417 4.11995366907107e-14
581.62778462445 1.58489319246111 4.11995366907107e-14
581.62778462445 1.99526231496888 4.11995366907107e-14
581.62778462445 2.51188643150958 4.11995366907107e-14
581.62778462445 3.16227766016838 16.1191294946436
581.62778462445 3.98107170553497 61.6198290676321
581.62778462445 5.01187233627272 161.25402835185
581.62778462445 6.30957344480193 362.255142851642
581.62778462445 7.94328234724282 745.993061418406
581.62778462445 10 1449.45700063848
581.62778462445 12.5892541179417 2699.49220513541
581.62778462445 15.8489319246111 4866.09598997315
581.62778462445 19.9526231496888 8545.52538718475
581.62778462445 25.1188643150958 14688.8311282624
581.62778462445 31.6227766016838 24799.6428836085
581.62778462445 39.8107170553497 41237.2906767216
581.62778462445 50.1187233627272 67679.3800596699
581.62778462445 63.0957344480193 109825.265406522
581.62778462445 79.4328234724281 176462.416151677
581.62778462445 100 281078.437582567
732.225998269264 2.51188643150958e-13 5.6411307794069e-14
732.225998269264 3.16227766016838e-13 7.07691034093716e-14
732.225998269264 3.98107170553497e-13 8.87789053716844e-14
732.225998269264 5.01187233627271e-13 1.11368941505274e-13
732.225998269264 6.30957344480194e-13 1.39703271866323e-13
732.225998269264 7.94328234724282e-13 1.75241438376313e-13
732.225998269264 1e-12 2.19813674397889e-13
732.225998269264 1.25892541179417e-12 2.75714677399182e-13
732.225998269264 1.58489319246111e-12 3.45821612791976e-13
732.225998269264 1.99526231496888e-12 4.33741763362867e-13
732.225998269264 2.51188643150958e-12 5.43997510768366e-13
732.225998269264 3.16227766016838e-12 6.82258401024779e-13
732.225998269264 3.98107170553497e-12 8.55631474900022e-13
732.225998269264 5.01187233627271e-12 1.0730260127567e-12
732.225998269264 6.30957344480194e-12 1.27443781136551e-12
732.225998269264 7.94328234724282e-12 1.27443781136551e-12
732.225998269264 1e-11 1.27443781136551e-12
732.225998269264 1.25892541179417e-11 1.27443781136551e-12
732.225998269264 1.58489319246111e-11 1.27443781136551e-12
732.225998269264 1.99526231496888e-11 1.27443781136551e-12
732.225998269264 2.51188643150958e-11 1.27443781136551e-12
732.225998269264 3.16227766016838e-11 1.27443781136551e-12
732.225998269264 3.98107170553497e-11 1.27443781136551e-12
732.225998269264 5.01187233627271e-11 1.27443781136551e-12
732.225998269264 6.30957344480194e-11 1.27443781136551e-12
732.225998269264 7.94328234724282e-11 1.27443781136551e-12
732.225998269264 1e-10 1.27443781136551e-12
732.225998269264 1.25892541179417e-10 1.27443781136551e-12
732.225998269264 1.58489319246111e-10 1.27443781136551e-12
732.225998269264 1.99526231496888e-10 1.27443781136551e-12
732.225998269264 2.51188643150958e-10 1.27443781136551e-12
732.225998269264 3.16227766016838e-10 1.27443781136551e-12
732.225998269264 3.98107170553497e-10 1.27443781136551e-12
