T rho P
2915.04420376687 0.398107170553497 0.00757169643669998
2915.04420376687 0.501187233627272 0.00757169643669998
2915.04420376687 0.630957344480193 0.00757169643669998
2915.04420376687 0.794328234724281 0.00757169643669998
2915.04420376687 1 0.00757169643669998
2915.04420376687 1.25892541179417 0.00757169643669998
2915.04420376687 1.58489319246111 0.00757169643669998
2915.04420376687 1.99526231496888 0.00757169643669998
2915.04420376687 2.51188643150958 1.17784300231001
2915.04420376687 3.16227766016838 20.2572644228783
2915.04420376687 3.98107170553497 66.4980039513377
2915.04420376687 5.01187233627272 166.895281347795
2915.04420376687 6.30957344480193 368.754338222219
2915.04420376687 7.94328234724282 753.400359587514
2915.04420376687 10 1457.83834359211
2915.04420376687 12.5892541179417 2708.83904373276
2915.04420376687 15.8489319246111 4876.33688826438
2915.04420376687 19.9526231496888 8556.50671875318
2915.04420376687 25.1188643150958 14700.2932124579
2915.04420376687 31.6227766016838 24811.1890035368
2915.04420376687 39.8107170553497 41249.1006227405
2915.04420376687 50.1187233627272 67690.2370828047
2915.04420376687 63.0957344480193 109834.94254562
2915.04420376687 79.4328234724281 176470.737497643
2915.04420376687 100 281085.430139643
3669.8232246254 2.51188643150958e-13 5.80173052213101e-13
3669.8232246254 3.16227766016838e-13 7.27215970339999e-13
3669.8232246254 3.98107170553497e-13 9.11491858214173e-13
3669.8232246254 5.01187233627271e-13 1.14241817248778e-12
3669.8232246254 6.30957344480194e-13 1.43179252998517e-12
3669.8232246254 7.94328234724282e-13 1.79439299224172e-12
3669.8232246254 1e-12 2.24872811235271e-12
3669.8232246254 1.25892541179417e-12 2.81798083337894e-12
3669.8232246254 1.58489319246111e-12 3.53118411128403e-12
3669.8232246254 1.99526231496888e-12 4.42469778412899e-12
3669.8232246254 2.51188643150958e-12 5.54405133291135e-12
3669.8232246254 3.16227766016838e-12 6.94626097292128e-12
3669.8232246254 3.98107170553497e-12 8.70270940111807e-12
3669.8232246254 5.01187233627271e-12 1.0902773968444e-11
3669.8232246254 6.30957344480194e-12 1.36583512042513e-11
3669.8232246254 7.94328234724282e-12 1.71095179727357e-11
3669.8232246254 1e-11 2.14316186585637e-11
3669.8232246254 1.25892541179417e-11 2.68441347413259e-11
3669.8232246254 1.58489319246111e-11 3.36217577114258e-11
3669.8232246254 1.99526231496888e-11 4.2108290354546e-11
3669.8232246254 2.51188643150958e-11 5.27339442759059e-11
3669.8232246254 3.16227766016838e-11 6.60370775436158e-11
3669.8232246254 3.98107170553497e-11 8.26912847128698e-11
3669.8232246254 5.01187233627271e-11 1.0353929616282e-10
3669.8232246254 6.30957344480194e-11 1.29635404231642e-10
3669.8232246254 7.94328234724282e-11 1.62298407103966e-10
3669.8232246254 1e-10 2.0317781512174e-10
3669.8232246254 1.25892541179417e-10 2.54336739917528e-10
3669.8232246254 1.58489319246111e-10 3.18355021012283e-10
3669.8232246254 1.99526231496888e-10 3.98458793202825e-10
3669.8232246254 2.51188643150958e-10 4.98681483120445e-10
3669.8232246254 3.16227766016838e-10 6.24065677170449e-10
3669.8232246254 3.98107170553497e-10 7.80914799314976e-10
3669.8232246254 5.01187233627271e-10 9.77107290176606e-10
3669.8232246254 6.30957344480194e-10 1.22248928364978e-09
3669.8232246254 7.94328234724282e-10 1.52936421072627e-09
3669.8232246254 1e-09 1.91310484924943e-09
3669.8232246254 1.25892541179417e-09 2.3929156055859e-09
3669.8232246254 1.58489319246111e-09 2.99278341142028e-09
3669.8232246254 1.99526231496888e-09 3.74266898232346e-09
3669.8232246254 2.51188643150958e-09 4.67998240598344e-09
3669.8232246254 3.16227766016838e-09 5.85143396792233e-09
3669.8232246254 3.98107170553497e-09 7.31533369675956e-09
3669.8232246254 5.01187233627271e-09 9.14445960911994e-09
3669.8232246254 6.30957344480194e-09 1.14296369916094e-08
3669.8232246254 7.94328234724282e-09 1.42841831862492e-08
3669.8232246254 1e-08 1.78494600379675e-08
3669.8232246254 1.25892541179417e-08 2.23017877556487e-08
3669.8232246254 1.58489319246111e-08 2.7861016105089e-08
3669.8232246254 1.99526231496888e-08 3.48012601088196e-08
3669.8232246254 2.51188643150958e-08 4.34641708819512e-08
3669.8232246254 3.16227766016838e-08 5.42755113881657e-08
3669.8232246254 3.98107170553497e-08 6.77657209387012e-08
3669.8232246254 5.01187233627272e-08 8.45955272922628e-08
3669.8232246254 6.30957344480193e-08 1.05587694023258e-07
3669.8232246254 7.94328234724282e-08 1.31766529603498e-07
3669.8232246254 1e-07 1.64406911155453e-07
3669.8232246254 1.25892541179417e-07 2.05095179653973e-07
3669.8232246254 1.58489319246111e-07 2.55804594883651e-07
3669.8232246254 1.99526231496888e-07 3.18989345129998e-07
3669.8232246254 2.51188643150958e-07 3.97700226872858e-07
3669.8232246254 3.16227766016838e-07 4.95729524713684e-07
3669.8232246254 3.98107170553497e-07 6.17789409436059e-07
3669.8232246254 5.01187233627272e-07 7.69733256952947e-07
3669.8232246254 6.30957344480193e-07 9.58831052659693e-07
3669.8232246254 7.94328234724282e-07 1.19410897345036e-06
3669.8232246254 1e-06 1.48677154116304e-06
3669.8232246254 1.25892541179417e-06 1.85072480544678e-06
3669.8232246254 1.58489319246111e-06 2.30322397265692e-06
3669.8232246254 1.99526231496888e-06 2.86567734443828e-06
3669.8232246254 2.51188643150958e-06 3.56464096742554e-06
3669.8232246254 3.16227766016838e-06 4.43305710426621e-06
3669.8232246254 3.98107170553497e-06 5.51178621515598e-06
3669.8232246254 5.01187233627272e-06 6.85150859103357e-06
3669.8232246254 6.30957344480193e-06 8.51509420868346e-06
3669.8232246254 7.94328234724282e-06 1.05805350482841e-05
3669.8232246254 1e-05 1.31446054062676e-05
3669.8232246254 1.25892541179417e-05 1.63274069378482e-05
3669.8232246254 1.58489319246111e-05 2.02780241573196e-05
3669.8232246254 1.99526231496888e-05 2.51816151820655e-05
3669.8232246254 2.51188643150958e-05 3.12681784683643e-05
3669.8232246254 3.16227766016838e-05 3.8823568652108e-05
3669.8232246254 3.98107170553497e-05 4.82032382903157e-05
3669.8232246254 5.01187233627272e-05 5.98494327883724e-05
3669.8232246254 6.30957344480193e-05 7.43127049089366e-05
3669.8232246254 7.94328234724282e-05 9.22789198983106e-05
3669.8232246254 0.0001 0.000114603153323985
3669.8232246254 0.000125892541179417 0.000142352257898713
3669.8232246254 0.000158489319246111 0.000176858484045835
3669.8232246254 0.000199526231496888 0.000219787195954567
3669.8232246254 0.000251188643150958 0.000273222028465364
3669.8232246254 0.000316227766016838 0.000339773276591293
3669.8232246254 0.000398107170553497 0.000422714623215542
3669.8232246254 0.000501187233627273 0.000526157681612322
3669.8232246254 0.000630957344480193 0.000655273837235416
3669.8232246254 0.000794328234724281 0.000816578689862733
3669.8232246254 0.001 0.0010182962606578
3669.8232246254 0.00125892541179417 0.0012708295705392
3669.8232246254 0.00158489319246111 0.00158736840102006
3669.8232246254 0.00199526231496888 0.00198468404448745
3669.8232246254 0.00251188643150958 0.00248416783729361
3669.8232246254 0.00316227766016838 0.00311320740792201
3669.8232246254 0.00398107170553497 0.00390702072280516
3669.8232246254 0.00501187233627272 0.00491113588432461
3669.8232246254 0.00630957344480193 0.00618477335362616
3669.8232246254 0.00794328234724281 0.00780554800597132
3669.8232246254 0.01 0.00987610560473389
3669.8232246254 0.0125892541179417 0.0125336714186698
3669.8232246254 0.0158489319246111 0.0159640597095892
3669.8232246254 0.0199526231496888 0.0204225750675262
3669.8232246254 0.0251188643150958 0.0262654322296007
3669.8232246254 0.0316227766016838 0.0339967040541493
3669.8232246254 0.0398107170553497 0.0384655680663546
3669.8232246254 0.0501187233627272 0.0384655680663546
3669.8232246254 0.0630957344480193 0.0384655680663546
3669.8232246254 0.0794328234724281 0.0384655680663546
3669.8232246254 0.1 0.0384655680663546
3669.8232246254 0.125892541179417 0.0384655680663546
3669.8232246254 0.158489319246111 0.0384655680663546
3669.8232246254 0.199526231496888 0.0384655680663546
3669.8232246254 0.251188643150958 0.0384655680663546
3669.8232246254 0.316227766016838 0.0384655680663546
3669.8232246254 0.398107170553497 0.0384655680663546
3669.8232246254 0.501187233627272 0.0384655680663546
3669.8232246254 0.630957344480193 0.0384655680663546
3669.8232246254 0.794328234724281 0.0384655680663546
3669.8232246254 1 0.0384655680663546
3669.8232246254 1.25892541179417 0.0384655680663546
3669.8232246254 1.58489319246111 0.0384655680663546
3669.8232246254 1.99526231496888 0.0384655680663546
3669.8232246254 2.51188643150958 2.05286508368533
3669.8232246254 3.16227766016838 21.3714392723393
3669.8232246254 3.98107170553497 68.2052289149298
3669.8232246254 5.01187233627272 168.893469038314
3669.8232246254 6.30957344480193 371.100125816907
3669.8232246254 7.94328234724282 756.162194055981
3669.8232246254 10 1461.09673848754
3669.8232246254 12.5892541179417 2712.68389995791
3669.8232246254 15.8489319246111 4880.86282867346
3669.8232246254 19.9526231496888 8561.8066346128
3669.8232246254 25.1188643150958 14706.4357218286
3669.8232246254 31.6227766016838 24818.2187051792
3669.8232246254 39.8107170553497 41256.2794508036
3669.8232246254 50.1187233627272 67699.1882624139
3669.8232246254 63.0957344480193 109843.713512327
3669.8232246254 79.4328234724281 176479.099642961
3669.8232246254 100 281093.028673455
4620.03371427334 2.51188643150958e-13 8.19641120558086e-13
4620.03371427334 3.16227766016838e-13 1.02734848660978e-12
4620.03371427334 3.98107170553497e-13 1.28764087384092e-12
4620.03371427334 5.01187233627271e-13 1.61381730367473e-12
4620.03371427334 6.30957344480194e-13 2.02253693922253e-12
4620.03371427334 7.94328234724282e-13 2.53466455547237e-12
4620.03371427334 1e-12 3.17633315762463e-12
4620.03371427334 1.25892541179417e-12 3.98027368322029e-12
4620.03371427334 1.58489319246111e-12 4.98747396870013e-12
4620.03371427334 1.99526231496888e-12 6.24926535083625e-12
4620.03371427334 2.51188643150958e-12 7.82991897327338e-12
4620.03371427334 3.16227766016838e-12 9.80991389528843e-12
4620.03371427334 3.98107170553497e-12 1.22900145702875e-11
4620.03371427334 5.01187233627271e-12 1.53963696299057e-11
4620.03371427334 6.30957344480194e-12 1.92869010327661e-11
4620.03371427334 7.94328234724282e-12 2.41593085430567e-11
4620.03371427334 1e-11 3.02610280653297e-11
4620.03371427334 1.25892541179417e-11 3.7901777010157e-11
4620.03371427334 1.58489319246111e-11 4.74691725212424e-11
4620.03371427334 1.99526231496888e-11 5.94482917876522e-11
4620.03371427334 2.51188643150958e-11 7.44461320108588e-11
4620.03371427334 3.16227766016838e-11 9.3222185320025e-11
4620.03371427334 3.98107170553497e-11 1.16726689042355e-10
4620.03371427334 5.01187233627271e-11 1.46148414783372e-10
4620.03371427334 6.30957344480194e-11 1.82974447608376e-10
4620.03371427334 7.94328234724282e-11 2.29064879353663e-10
4620.03371427334 1e-10 2.86746081760806e-10
4620.03371427334 1.25892541179417e-10 3.58927357995997e-10
4620.03371427334 1.58489319246111e-10 4.49246591726842e-10
4620.03371427334 1.99526231496888e-10 5.62252692254831e-10
4620.03371427334 2.51188643150958e-10 7.03632414757517e-10
4620.03371427334 3.16227766016838e-10 8.80494722329529e-10
4620.03371427334 3.98107170553497e-10 1.1017252001741e-09
4620.03371427334 5.01187233627271e-10 1.37842891278069e-09
4620.03371427334 6.30957344480194e-10 1.72448346218577e-09
4620.03371427334 7.94328234724282e-10 2.15722806988627e-09
4620.03371427334 1e-09 2.69832499553056e-09
4620.03371427334 1.25892541179417e-09 3.37483514905594e-09
4620.03371427334 1.58489319246111e-09 4.22055423188761e-09
4620.03371427334 1.99526231496888e-09 5.27768862770577e-09
4620.03371427334 2.51188643150958e-09 6.59893790934047e-09
4620.03371427334 3.16227766016838e-09 8.25009007001842e-09
4620.03371427334 3.98107170553497e-09 1.03132667577722e-08
4620.03371427334 5.01187233627271e-09 1.28909545414624e-08
4620.03371427334 6.30957344480194e-09 1.61110347430471e-08
4620.03371427334 7.94328234724282e-09 2.01330496458995e-08
4620.03371427334 1e-08 2.51559892273636e-08
4620.03371427334 1.25892541179417e-08 3.14280291841916e-08
4620.03371427334 1.58489319246111e-08 3.92585704222588e-08
4620.03371427334 1.99526231496888e-08 4.90333378456579e-08
4620.03371427334 2.51188643150958e-08 6.12330193922796e-08
4620.03371427334 3.16227766016838e-08 7.64565568323641e-08
4620.03371427334 3.98107170553497e-08 9.54500575985879e-08
4620.03371427334 5.01187233627272e-08 1.19142696494906e-07
4620.03371427334 6.30957344480193e-08 1.48691379970224e-07
4620.03371427334 7.94328234724282e-08 1.85536007471602e-07
4620.03371427334 1e-07 2.31468592720204e-07
4620.03371427334 1.25892541179417e-07 2.88718395934107e-07
4620.03371427334 1.58489319246111e-07 3.6005757531715e-07
4620.03371427334 1.99526231496888e-07 4.48933424649012e-07
4620.03371427334 2.51188643150958e-07 5.59630089632794e-07
4620.03371427334 3.16227766016838e-07 6.97471169887251e-07
4620.03371427334 3.98107170553497e-07 8.69069754984128e-07
4620.03371427334 5.01187233627272e-07 1.08263767084095e-06
4620.03371427334 6.30957344480193e-07 1.34836989031255e-06
4620.03371427334 7.94328234724282e-07 1.67891947328136e-06
4620.03371427334 1e-06 2.08998496783189e-06
4620.03371427334 1.25892541179417e-06 2.60104054659084e-06
4620.03371427334 1.58489319246111e-06 3.23623580688841e-06
4620.03371427334 1.99526231496888e-06 4.02551541469297e-06
4620.03371427334 2.51188643150958e-06 5.00599812759142e-06
4620.03371427334 3.16227766016838e-06 6.22369517819451e-06
4620.03371427334 3.98107170553497e-06 7.73562771910758e-06
4620.03371427334 5.01187233627272e-06 9.61246192570938e-06
4620.03371427334 6.30957344480193e-06 1.1941772280649e-05
4620.03371427334 7.94328234724282e-06 1.48320898703244e-05
4620.03371427334 1e-05 1.84179284136069e-05
4620.03371427334 1.25892541179417e-05 2.28660456121059e-05
4620.03371427334 1.58489319246111e-05 2.83831710709015e-05
4620.03371427334 1.99526231496888e-05 3.52257385176718e-05
4620.03371427334 2.51188643150958e-05 4.37118512238674e-05
4620.03371427334 3.16227766016838e-05 5.42363220660579e-05
4620.03371427334 3.98107170553497e-05 6.72893956969765e-05
4620.03371427334 5.01187233627272e-05 8.34801141982543e-05
4620.03371427334 6.30957344480193e-05 0.000103565553903105
4620.03371427334 7.94328234724282e-05 0.000128487417185425
4620.03371427334 0.0001 0.000159417883688337
4620.03371427334 0.000125892541179417 0.000197817229117284
4620.03371427334 0.000158489319246111 0.000245505926343286
4620.03371427334 0.000199526231496888 0.000304756277062781
4620.03371427334 0.000251188643150958 0.000378406467000761
4620.03371427334 0.000316227766016838 0.000470006152396372
4620.03371427334 0.000398107170553497 0.00058399990895661
4620.03371427334 0.000501187233627273 0.00072596049973722
4620.03371427334 0.000630957344480193 0.000902884999171032
4620.03371427334 0.000794328234724281 0.0011235734614732
4620.03371427334 0.001 0.00139911330067712
4620.03371427334 0.00125892541179417 0.00174350237546656
4620.03371427334 0.00158489319246111 0.00217445270233632
4620.03371427334 0.00199526231496888 0.00271443646083369
4620.03371427334 0.00251188643150958 0.00339204641598542
4620.03371427334 0.00316227766016838 0.00424379434519621
4620.03371427334 0.00398107170553497 0.00531648988408398
4620.03371427334 0.00501187233627272 0.00667043184246797
4620.03371427334 0.00630957344480193 0.00838373522970397
4620.03371427334 0.00794328234724281 0.01055827848244
4620.03371427334 0.01 0.0133280050731279
4620.03371427334 0.0125892541179417 0.0168707095588038
4620.03371427334 0.0158489319246111 0.0214250739430478
4620.03371427334 0.0199526231496888 0.0273157010030528
4620.03371427334 0.0251188643150958 0.0349901163914454
4620.03371427334 0.0316227766016838 0.0450733672598861
4620.03371427334 0.0398107170553497 0.0584459550452871
4620.03371427334 0.0501187233627272 0.0763475201315923
4620.03371427334 0.0630957344480193 0.100495480524698
4620.03371427334 0.0794328234724281 0.127245052802881
4620.03371427334 0.1 0.127245052802881
4620.03371427334 0.125892541179417 0.127245052802881
4620.03371427334 0.158489319246111 0.127245052802881
4620.03371427334 0.199526231496888 0.127245052802881
4620.03371427334 0.251188643150958 0.127245052802881
4620.03371427334 0.316227766016838 0.127245052802881
4620.03371427334 0.398107170553497 0.127245052802881
4620.03371427334 0.501187233627272 0.127245052802881
4620.03371427334 0.630957344480193 0.127245052802881
4620.03371427334 0.794328234724281 0.127245052802881
4620.03371427334 1 0.127245052802881
4620.03371427334 1.25892541179417 0.127245052802881
4620.03371427334 1.58489319246111 0.127245052802881
4620.03371427334 1.99526231496888 0.127245052802881
4620.03371427334 2.51188643150958 3.16518279383184
4620.03371427334 3.16227766016838 22.7765994049599
4620.03371427334 3.98107170553497 70.2243000227986
4620.03371427334 5.01187233627272 171.487820071089
4620.03371427334 6.30957344480193 374.146548404188
4620.03371427334 7.94328234724282 759.752719082489
4620.03371427334 10 1465.34272596816
4620.03371427334 12.5892541179417 2717.71791265045
4620.03371427334 15.8489319246111 4886.83338134128
4620.03371427334 19.9526231496888 8568.87525915327
4620.03371427334 25.1188643150958 14714.7612849228
4620.03371427334 31.6227766016838 24827.9389924358
4620.03371427334 39.8107170553497 41267.4868441918
4620.03371427334 50.1187233627272 67710.6618098287
4620.03371427334 63.0957344480193 109856.367561746
4620.03371427334 79.4328234724281 176493.775763876
4620.03371427334 100 281107.202988339
5816.2778462445 2.51188643150958e-13 1.15953266551279e-12
5816.2778462445 3.16227766016838e-13 1.45336786203936e-12
5816.2778462445 3.98107170553497e-13 1.82159048614948e-12
5816.2778462445 5.01187233627271e-13 2.28301357642243e-12
5816.2778462445 6.30957344480194e-13 2.86120157831946e-12
5816.2778462445 7.94328234724282e-13 3.58566711697688e-12
5816.2778462445 1e-12 4.49337771218762e-12
5816.2778462445 1.25892541179417e-12 5.63062937644214e-12
5816.2778462445 1.58489319246111e-12 7.05539614130524e-12
5816.2778462445 1.99526231496888e-12 8.84028311157055e-12
5816.2778462445 2.51188643150958e-12 1.10761979915875e-11
5816.2778462445 3.16227766016838e-12 1.38769672353012e-11
5816.2778462445 3.98107170553497e-12 1.73851061484436e-11
5816.2778462445 5.01187233627271e-12 2.17790320339889e-11
5816.2778462445 6.30957344480194e-12 2.72821062162971e-11
5816.2778462445 7.94328234724282e-12 3.41739085350887e-11
5816.2778462445 1e-11 4.28043889191937e-11
5816.2778462445 1.25892541179417e-11 5.36115493114851e-11
5816.2778462445 1.58489319246111e-11 6.71435256416384e-11
5816.2778462445 1.99526231496888e-11 8.40863285989822e-11
5816.2778462445 2.51188643150958e-11 1.05298278610432e-10
5816.2778462445 3.16227766016838e-11 1.31853355248617e-10
5816.2778462445 3.98107170553497e-11 1.65095198611959e-10
5816.2778462445 5.01187233627271e-11 2.06704785834972e-10
5816.2778462445 6.30957344480194e-11 2.58784773993517e-10
5816.2778462445 7.94328234724282e-11 3.23964998448611e-10
5816.2778462445 1e-10 4.05534719667857e-10
5816.2778462445 1.25892541179417e-10 5.07607208221255e-10
5816.2778462445 1.58489319246111e-10 6.35325430137663e-10
5816.2778462445 1.99526231496888e-10 7.95120438299988e-10
5816.2778462445 2.51188643150958e-10 9.95031165942016e-10
5816.2778462445 3.16227766016838e-10 1.24510678494364e-09
5816.2778462445 3.98107170553497e-10 1.55790811276922e-09
5816.2778462445 5.01187233627271e-10 1.94913103055179e-09
5816.2778462445 6.30957344480194e-10 2.43839218126328e-09
5816.2778462445 7.94328234724282e-10 3.05019767501575e-09
5816.2778462445 1e-09 3.81516408127318e-09
5816.2778462445 1.25892541179417e-09 4.77153319553155e-09
5816.2778462445 1.58489319246111e-09 5.96706609568558e-09
5816.2778462445 1.99526231496888e-09 7.46140753838531e-09
5816.2778462445 2.51188643150958e-09 9.32902253787505e-09
5816.2778462445 3.16227766016838e-09 1.16628691215111e-08
5816.2778462445 3.98107170553497e-09 1.45789761775534e-08
5816.2778462445 5.01187233627271e-09 1.82221465702168e-08
5816.2778462445 6.30957344480194e-09 2.27730374908144e-08
5816.2778462445 7.94328234724282e-09 2.84570289973973e-08
5816.2778462445 1e-08 3.55552269126146e-08
5816.2778462445 1.25892541179417e-08 4.44181678054244e-08
5816.2778462445 1.58489319246111e-08 5.5482861520029e-08
5816.2778462445 1.99526231496888e-08 6.92940668155539e-08
5816.2778462445 2.51188643150958e-08 8.65306254833923e-08
5816.2778462445 3.16227766016838e-08 1.08038314526105e-07
5816.2778462445 3.98107170553497e-08 1.34870623187493e-07
5816.2778462445 5.01187233627272e-08 1.68339439317966e-07
5816.2778462445 6.30957344480193e-08 2.10078040409259e-07
5816.2778462445 7.94328234724282e-08 2.62119018413042e-07
5816.2778462445 1e-07 3.26991786440009e-07
5816.2778462445 1.25892541179417e-07 4.078422686347e-07
5816.2778462445 1.58489319246111e-07 5.08582555097228e-07
5816.2778462445 1.99526231496888e-07 6.34076331402394e-07
5816.2778462445 2.51188643150958e-07 7.90367298955192e-07
5816.2778462445 3.16227766016838e-07 9.84964045492807e-07
5816.2778462445 3.98107170553497e-07 1.22719179133137e-06
5816.2778462445 5.01187233627272e-07 1.52862765482957e-06
5816.2778462445 6.30957344480193e-07 1.9036415324129e-06
5816.2778462445 7.94328234724282e-07 2.37006148870306e-06
5816.2778462445 1e-06 2.95000065736499e-06
5816.2778462445 1.25892541179417e-06 3.67087871909741e-06
5816.2778462445 1.58489319246111e-06 4.56668434766181e-06
5816.2778462445 1.99526231496888e-06 5.67954278623528e-06
5816.2778462445 2.51188643150958e-06 7.06164234838949e-06
5816.2778462445 3.16227766016838e-06 8.77763338878697e-06
5816.2778462445 3.98107170553497e-06 1.09075854720532e-05
5816.2778462445 5.01187233627272e-06 1.35506522176286e-05
5816.2778462445 6.30957344480193e-06 1.6829612663589e-05
5816.2778462445 7.94328234724282e-06 2.08964916846851e-05
5816.2778462445 1e-05 2.5939521343539e-05
5816.2778462445 1.25892541179417e-05 3.21918094405983e-05
5816.2778462445 1.58489319246111e-05 3.99420438984968e-05
5816.2778462445 1.99526231496888e-05 4.95478574616604e-05
5816.2778462445 2.51188643150958e-05 6.1452341772126e-05
5816.2778462445 3.16227766016838e-05 7.62047441902684e-05
5816.2778462445 3.98107170553497e-05 9.44860918217996e-05
5816.2778462445 5.01187233627272e-05 0.000117141256206145
5816.2778462445 6.30957344480193e-05 0.000145218908450165
5816.2778462445 7.94328234724282e-05 0.000180021480451476
5816.2778462445 0.0001 0.000223167589871856
5816.2778462445 0.000125892541179417 0.00027667054877986
5816.2778462445 0.000158489319246111 0.000343036209435603
5816.2778462445 0.000199526231496888 0.000425386917371087
5816.2778462445 0.000251188643150958 0.000527616291488636
5816.2778462445 0.000316227766016838 0.000654585796566619
5816.2778462445 0.000398107170553497 0.000812371687559999
5816.2778462445 0.000501187233627273 0.0010085788705762
5816.2778462445 0.000630957344480193 0.00125273902015929
5816.2778462445 0.000794328234724281 0.00155681743720544
5816.2778462445 0.001 0.00193586004151386
5816.2778462445 0.00125892541179417 0.00240882448439198
5816.2778462445 0.00158489319246111 0.00299964693965253
5816.2778462445 0.00199526231496888 0.00373862730147585
5816.2778462445 0.00251188643150958 0.00466422543825786
5816.2778462445 0.00316227766016838 0.00582541870293028
5816.2778462445 0.00398107170553497 0.0072848081762251
5816.2778462445 0.00501187233627272 0.00912276060835821
5816.2778462445 0.00630957344480193 0.0114429780426521
5816.2778462445 0.00794328234724281 0.0143800823269324
5816.2778462445 0.01 0.0181101017263138
5816.2778462445 0.0125892541179417 0.0228651704234202
5816.2778462445 0.0158489319246111 0.0289544865380596
5816.2778462445 0.0199526231496888 0.0367946818125146
5816.2778462445 0.0251188643150958 0.0469540845763589
5816.2778462445 0.0316227766016838 0.0602172188032972
5816.2778462445 0.0398107170553497 0.0776762038896687
5816.2778462445 0.0501187233627272 0.100852454376798
5816.2778462445 0.0630957344480193 0.131838737966578
5816.2778462445 0.0794328234724281 0.1734182873258
5816.2778462445 0.1 0.229053348059457
5816.2778462445 0.125892541179417 0.302530716035144
5816.2778462445 0.158489319246111 0.320798364134699
5816.2778462445 0.199526231496888 0.320798364134699
5816.2778462445 0.251188643150958 0.320798364134699
5816.2778462445 0.316227766016838 0.320798364134699
5816.2778462445 0.398107170553497 0.320798364134699
5816.2778462445 0.501187233627272 0.320798364134699
5816.2778462445 0.630957344480193 0.320798364134699
5816.2778462445 0.794328234724281 0.320798364134699
5816.2778462445 1 0.320798364134699
5816.2778462445 1.25892541179417 0.320798364134699
5816.2778462445 1.58489319246111 0.320798364134699
5816.2778462445 1.99526231496888 0.320798364134699
5816.2778462445 2.51188643150958 4.59980550299814
5816.2778462445 3.16227766016838 24.5728719544394
5816.2778462445 3.98107170553497 72.4719850045786
5816.2778462445 5.01187233627272 174.873604474466
5816.2778462445 6.30957344480193 378.118430160378
5816.2778462445 7.94328234724282 764.432948985532
5816.2778462445 10 1470.88117704188
5816.2778462445 12.5892541179417 2724.29514267366
5816.2778462445 15.8489319246111 4894.66615574116
5816.2778462445 19.9526231496888 8578.21067705334
5816.2778462445 25.1188643150958 14725.8706598238
5816.2778462445 31.6227766016838 24841.0951904296
5816.2778462445 39.8107170553497 41282.9397708937
5816.2778462445 50.1187233627272 67728.5965731571
5816.2778462445 63.0957344480193 109876.916469156
5816.2778462445 79.4328234724281 176514.607349037
5816.2778462445 100 281131.840235435
7322.25998269264 2.51188643150958e-13 1.64158041845227e-12
7322.25998269264 3.16227766016838e-13 2.05761227528608e-12
7322.25998269264 3.98107170553497e-13 2.57897774071016e-12
7322.25998269264 5.01187233627271e-13 3.23231789482029e-12
7322.25998269264 6.30957344480194e-13 4.05100314420772e-12
7322.25998269264 7.94328234724282e-13 5.07682792013185e-12
7322.25998269264 1e-12 6.36214797134365e-12
7322.25998269264 1.25892541179417e-12 7.97252157694102e-12
7322.25998269264 1.58489319246111e-12 9.99006087572245e-12
7322.25998269264 1.99526231496888e-12 1.25175888873975e-11
7322.25998269264 2.51188643150958e-12 1.56838557562436e-11
7322.25998269264 3.16227766016838e-12 1.96500750090475e-11
7322.25998269264 3.98107170553497e-12 2.46180933705323e-11
7322.25998269264 5.01187233627271e-12 3.08405987259563e-11
7322.25998269264 6.30957344480194e-12 3.86339412953487e-11
7322.25998269264 7.94328234724282e-12 4.839411635852e-11
7322.25998269264 1e-11 6.06167800273213e-11
7322.25998269264 1.25892541179417e-11 7.59223095396899e-11
7322.25998269264 1.58489319246111e-11 9.50870865621746e-11
7322.25998269264 1.99526231496888e-11 1.1908275334937e-10
7322.25998269264 2.51188643150958e-11 1.49125117730786e-10
7322.25998269264 3.16227766016838e-11 1.86735271967497e-10
7322.25998269264 3.98107170553497e-11 2.33816642345529e-10
7322.25998269264 5.01187233627271e-11 2.92749961338554e-10
7322.25998269264 6.30957344480194e-11 3.66513705605233e-10
7322.25998269264 7.94328234724282e-11 4.58833090832023e-10
7322.25998269264 1e-10 5.74367025273628e-10
7322.25998269264 1.25892541179417e-10 7.18942057522183e-10
7322.25998269264 1.58489319246111e-10 8.99843378333347e-10
7322.25998269264 1.99526231496888e-10 1.12618015713233e-09
7322.25998269264 2.51188643150958e-10 1.40933981554041e-09
7322.25998269264 3.16227766016838e-10 1.76355819530138e-09
7322.25998269264 3.98107170553497e-10 2.20662567079956e-09
7322.25998269264 5.01187233627271e-10 2.760778549835e-09
7322.25998269264 6.30957344480194e-10 3.45380234172592e-09
7322.25998269264 7.94328234724282e-10 4.32041221250338e-09
7322.25998269264 1e-09 5.4039760510944e-09
7322.25998269264 1.25892541179417e-09 6.75866740169696e-09
7322.25998269264 1.58489319246111e-09 8.45214070093736e-09
7322.25998269264 1.99526231496888e-09 1.05688847278974e-08
7322.25998269264 2.51188643150958e-09 1.32143825900313e-08
7322.25998269264 3.16227766016838e-09 1.65203166349971e-08
7322.25998269264 3.98107170553497e-09 2.06510484485383e-08
7322.25998269264 5.01187233627271e-09 2.58116888137267e-08
7322.25998269264 6.30957344480194e-09 3.22581581416947e-08
7322.25998269264 7.94328234724282e-09 4.03097152294531e-08
